title,authors,journal,year,doi,abstract,tags
Halophyte Vegetation Influences Soil Microbial Community of Coastal Salt Marsh,Chen Gu; Jiyan Shi; Jianliang Rui; Yanming Yu; Weibin Huang; Zhinai Lu; Yao Chen; Xiaojun Chen,Journal of Ocean University of China,2022,10.1007/s11802-022-5213-x,,滨海湿地/盐沼；湿地植被/盐生植物；微生物群落
"Globally nitrogen addition alters soil microbial community structure, but has minor effects on soil microbial diversity and richness",Xudong Wang; Jiguang Feng; Gukailin Ao; Wenkuan Qin; Mengguang Han; Yawen Shen; Mengli Liu; Ying Chen,Soil Biology and Biochemistry,2023,10.1016/j.soilbio.2023.108982,,氮添加/氮沉降；微生物群落
Discrepant responses of bacterial community and enzyme activities to conventional and biodegradable microplastics in paddy soil,Zhiyu Zhang; Wenfeng Wang; Jiping Liu; Haitao Wu,The Science of The Total Environment,2023,10.1016/j.scitotenv.2023.168513,,微生物群落
Continental‐scale plant invasions reshuffle the soil microbiome of blue carbon ecosystems,Gui‐Feng Gao; Huan Li; Yu Shi; Teng Yang; Chang‐Hao Gao; Kunkun Fan; Yihui Zhang; Yong‐Guan Zhu,Global Change Biology,2022,10.1111/gcb.16211,"Theory and experiments support that plant invasions largely impact aboveground biodiversity and function. Yet, much less is known on the influence of plant invasions on the structure and function of the soil microbiome of coastal wetlands, one of the largest major reservoirs of biodiversity and carbon on Earth. We studied the continental-scale invasion of Spartina alterniflora across 2451 km of Chinese coastlines as our model-system and found that S. alterniflora invasion can largely influence the soil microbiome (across six depths from 0 to 100 cm), compared with the most common microhabitat found before invasion (mudflats, Mud). In detail, S. alterniflora invasion was not only positively associated with bacterial richness but also resulted in important biotic homogenization of bacterial communities, suggesting that plant invasion can lead to important continental scale trade-offs in the soil microbiome. We found that plant invasion changed the community composition of soil bacterial communities across the soil profile. Moreover, the bacterial communities associated with S. alterniflora invasions where less responsive to climatic changes than those in native Mud microhabitats, suggesting that these new microbial communities might become more dominant under climate change. Plant invasion also resulted in important reductions in the complexity and stability of microbial networks, decoupling the associations between microbes and carbon pools. Taken together, our results indicated that plant invasions can largely influence the microbiome of coastal wetlands at the scale of China, representing the first continental-scale example on how plant invasions can reshuffle the soil microbiome, with consequences for the myriad of functions that they support.",滨海湿地/盐沼；湿地植被/盐生植物；微生物群落
Unveiling salinity-driven shifts in microbial community composition across compartments of naturally saline inland streams,Paul A. Ayayee; Gordon Custer; Lusha M. Tronstad; Linda T. A. van Diepen,Hydrobiologia,2024,10.1007/s10750-024-05479-5,"Abstract Riverine environments host diverse microbial communities, exhibiting distinctive assemblies at both microscopic and macroscopic levels. Despite the complexity of microbial life in rivers, the underlying factors that shape the community structure across different compartments remain elusive. Herein, we characterized microbial community composition of biofilm and planktonic (water column) compartments in five naturally saline inland streams and a freshwater stream to examine changes in microbial communities following salinization via sequencing of the microbial 16S rRNA gene. Significant differences in specific conductivity, oxidation–reduction potential, dissolved oxygen, and pH among the sampled streams were measured, as were significant differences in the microbial community composition between the planktonic and biofilm. The bacterial families Bacillaceae , Vicinamibacterceae , and Micrococcaceae were significantly more abundant in the biofilm compartment, while Methylophilaceae, Alcaligenaceae, Spirosomaceae, Burkholderiaceae, and Comamonadaceae were more abundant in the planktonic compartment. In addition, salinity (based on specific conductivity) influenced the microbial community composition in both compartments, with higher sensitivity of the planktonic compartment. Increases in the bacterial families Shewanellaceae , Marinomonadaceae , and Saccharospirillaceae or loss of Anaeromyxobacteraceae could be indicative of increased salinity within inland streams. Our results suggest that monitoring of microbial assemblages of freshwater ecosystems could be used as early warning signs of increased salinization levels.",微生物群落
Evaluating response mechanisms of soil microbiomes and metabolomes to Bt toxin additions,Lei Ge; Lili Song; Luyao Wang; Yujie Li; Yu Sun; Cui Wang; Jun Chen; Guogan Wu,Journal of Hazardous Materials,2023,10.1016/j.jhazmat.2023.130904,,微生物群落
Plant invasion strengthens the linkages between dissolved organic matter composition and the microbial community in coastal wetland soils,Xuehui Zhang; Junhong Bai; Zhongsheng Zhang; Tian Xie; Guangliang Zhang; Yue Liu; Guozhu Chen; Zhe Liu,CATENA,2023,10.1016/j.catena.2023.107449,,滨海湿地/盐沼；微生物群落
Responses of soil microbial community structure under litter to changes in precipitation and nitrogen addition in a desert steppe,Jinpeng Ma; Lin Chen; Danbo Pang; Yinglong Chen; Mengyao Wu; Yaqi Zhang; Wenqiang He; Xuebin Li,European Journal of Soil Biology,2024,10.1016/j.ejsobi.2024.103696,,氮添加/氮沉降；微生物群落
The importance of plants for methane emission at the ecosystem scale,David Bastviken; Claire C. Treat; Sunitha Pangala; Vincent Gauci; Alex Enrich‐Prast; Martin Karlson; Magnus Gålfalk; Mariana Brandini Romano,Aquatic Botany,2022,10.1016/j.aquabot.2022.103596,"Methane (CH4), one of the key long-lived atmospheric greenhouse gases, is primarily produced from organic matter. Accordingly, net primary production of organic matter sets the boundaries for CH4 emissions. Plants, being dominant primary producers, are thereby indirectly sustaining most global CH4 emissions, albeit with delays in time and with spatial offsets between plant primary production and subsequent CH4 emission. In addition, plant communities can enhance or hamper ecosystem production, oxidation, and transport of CH4 in multiple ways, e.g., by shaping carbon, nutrient, and redox gradients, and by representing a physical link between zones with extensive CH4 production in anoxic sediments or soils and the atmosphere. This review focuses on how plants and other primary producers influence CH4 emissions with the consequences at ecosystem scales. We outline mechanisms of interactions and discuss flux regulation, quantification, and knowledge gaps across multiple ecosystem examples. Some recently proposed plant-related ecosystem CH4 fluxes are difficult to reconcile with the global atmospheric CH4 budget and the enigmas related to these fluxes are highlighted. Overall, ecosystem CH4 emissions are strongly linked to primary producer communities, directly or indirectly, and properly quantifying magnitudes and regulation of these links are key to predicting future CH4 emissions in a rapidly changing world.",背景文献
Simulation of the effects of microplastics on the microbial community structure and nitrogen cycle of paddy soil,Xia Sun; Xiaoying Zhang; Yuxiang Xia; Ruidong Tao; Meng Zhang; Yunjun Mei; Mengjie Qu,The Science of The Total Environment,2021,10.1016/j.scitotenv.2021.151768,,微生物群落
Long-term organic fertilization alters soil microbial community structure and its influence on faba bean production in a six-crop rotation system,Shumiao Jiang; Xue Dong; Wei Feng; Kai‐Hua Wang; Su Wang; Tenglong Wang; Min Lv; Yujie Han,Plant and Soil,2024,10.1007/s11104-024-07169-6,,氮添加/氮沉降；微生物群落
Spartina alterniflora raised sediment sulfide in a tidal environment and buffered it with iron in the Jiuduansha Wetland,Yuanhang Li; Jing Hua; Chi He; Daoyuan Wang; Zhenzhen Zhao; Feifei Wang; Yuchen Wang; Xiaoxi Wang,Journal of Soils and Sediments,2023,10.1007/s11368-023-03656-y,,滨海湿地/盐沼；湿地植被/盐生植物
Non-native Plant Species Invasion Increases the Importance of Deterministic Processes in Fungal Community Assembly in a Coastal Wetland,Guiping Ye; Jianming Chen; Ping Yang; Hangwei Hu; Zi-Yang He; Dan Wang; Dingding Cao; Wenbin Zhang,Microbial Ecology,2022,10.1007/s00248-022-02144-z,,滨海湿地/盐沼；微生物群落
Spartina alterniflora Invaded Coastal Wetlands by Raising Soil Sulfur Contents: A Meta-Analysis,Zhenzhen Zhao; Liyu Cheng; Chi He; Feifei Wang; Jialin Liu; Yuanhang Li; Xueping Chen; Xiaoyan Liu,Water,2022,10.3390/w14101633,"Nowadays, plant invasion has become a global ecological threat to local biodiversity and ecosystem stability. Spartina alterniflora encroaches on the ecological niches of local species and changes the soil’s nutrient cycle. However, few comprehensive assessments focus on the effects of S. alterniflora invasion. Here, we investigated how soil sulfur changed with spatiotemporal variation and life forms of native species after S. alterniflora invasion and speculated the possible mechanism of the sulfur increase based on the references. The invasion of S. alterniflora increased soil total sulfur by 57.29% and phytotoxic sulfide by 193.29%. In general, the invasion of S. alterniflora enhanced the total plant biomass and soil nutrients, e.g., soil organic carbon, total nitrogen, and soil microbial biomass carbon, further increasing soil sulfur content. The sulfur accumulation caused by S. alterniflora might result in the poisoning of native species. Thus, we hypothesized that the success of S. alterniflora invasion was closely connected with soil sulfur, especially toxic sulfide. Our study suggests that researchers should give more attention to the correlation between S. alterniflora invasion and the soil sulfur increase. More research is needed to investigate the mechanisms of the successful invasion by accumulating phytotoxic sulfide.",滨海湿地/盐沼；湿地植被/盐生植物
Changes to the structure and function of microbial communities in Spartina alterniflora and Kandelia obovata sediments as a factor of stand age,Li Song; Qiuxuan Wang; Yaojia Zhu; George Christakos; Jiaping Wu,Applied Soil Ecology,2022,10.1016/j.apsoil.2022.104544,,湿地植被/盐生植物
Changes in sediment N mineralization and immobilization in association with Spartina alterniflora invasion in mangrove wetland,Zhen Wu; Xiaoqing Wang; Mianrun Chen; Yilin Lai; Xianbiao Lin,Plant and Soil,2024,10.1007/s11104-024-06495-z,,滨海湿地/盐沼；湿地植被/盐生植物
